scenario,closure_id,source,category_norm,passability_norm,status_norm,reason_norm,title,road_name,locality,description,restrictions_text,source_event_id,raw_advice,raw_event_type,raw_event_subtype,raw_impact_type,raw_impact_subtype,raw_properties_json,geometry_type,matched_edges,nearest_edge_m,confidence,match_status,notes,url
impassable_only,qld.qldtraffic.0cc5d251bf8a8cfb5d25,qldtraffic,road_closed,impassable,active,flood,,Mount Sunlight Road,Humboldt,Mount Sunlight Road is closed to through traffic due to road damage | Road closed to through traffic,Changed traffic conditions,788811,Changed traffic conditions,Hazard,Road damage,Closures,Road closed to through traffic,"{""id"": 788811, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""8c0ec22c-f5b6-4a84-a054-a10b4e1ce675"", ""account"": ""32270"", ""provided_by"": ""Central Highlands Regional Council"", ""provided_by_url"": ""https://beprepared.chrc.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/788811"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Earlier flooding"", ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to through traffic"", ""delay"": """"}, ""duration"": {""start"": ""2026-03-16T16:15:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Mount Sunlight Road is closed to through traffic due to road damage"", ""advice"": ""Changed traffic conditions"", ""information"": null, ""road_summary"": {""road_name"": ""Mount Sunlight Road"", ""locality"": ""Humboldt"", ""postcode"": ""4702"", ""local_government_area"": ""Central Highlands Regional"", ""district"": ""Fitzroy""}, ""last_updated"": ""2026-03-23T14:18:02.243594+10:00"", ""next_inspection"": ""2026-03-24T16:15:00+10:00"", ""web_link"": null, ""alert_message"": null}",MultiPoint,2,3.1,high,matched,point: blocked 2 edge(s) within 75m,https://api.qldtraffic.qld.gov.au/v2/events/788811
impassable_only,qld.qldtraffic.b3f20e2a92abdce89c2f,qldtraffic,road_closed,impassable,active,unknown,,Fishermans Pocket Road,Chatsworth / Fishermans Pocket,Fishermans Pocket Road closed between Dobbos Road and Fishermans Pocket Road No 1 due to culvert damage. | Road closed to all traffic,Use alternative route,788898,Use alternative route,Hazard,Bridge or culvert damaged,Closures,Road closed to all traffic,"{""id"": 788898, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""959e6100-2635-4d04-92b9-e8f4e9415cb1"", ""account"": ""33620"", ""provided_by"": ""Gympie Regional Council"", ""provided_by_url"": ""http://www.gympie.qld.gov.au""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/788898"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Bridge or culvert damaged"", ""event_due_to"": null, ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": """"}, ""duration"": {""start"": ""2026-03-17T06:45:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Fishermans Pocket Road closed between Dobbos Road and Fishermans Pocket Road No 1 due to culvert damage. "", ""advice"": ""Use alternative route"", ""information"": null, ""road_summary"": {""road_name"": ""Fishermans Pocket Road"", ""locality"": ""Chatsworth / Fishermans Pocket"", ""postcode"": ""4570"", ""local_government_area"": ""Gympie Regional"", ""district"": ""Wide Bay/Burnett""}, ""last_updated"": ""2026-09-10T14:36:07.987463+10:00"", ""next_inspection"": ""2026-10-12T14:35:00+10:00"", ""web_link"": null, ""alert_message"": null}",MultiLineString,2,0.0,high,matched,"line: blocked 2 of 8 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; rejected endpoint-no-bleed=2, cross/short-touch=4; no graph road-name match; used strict distance-only body matching",https://api.qldtraffic.qld.gov.au/v2/events/788898
impassable_only,qld.qldtraffic.c5b15c1c02cdffc8ff20,qldtraffic,road_closed,impassable,active,unknown,,Mountain View Drive,Plainland,Part Shoulder Closed - Road Damage - Observe Signage | Lane or lanes reduced,Observe signage,797741,Observe signage,Hazard,Road damage,Lanes affected,Lane or lanes reduced,"{""id"": 797741, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""97125c09-c560-491f-a048-4c4c2ad169a8"", ""account"": ""34580"", ""provided_by"": ""Lockyer Valley Regional Council"", ""provided_by_url"": ""https://www.lockyervalley.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/797741"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Rough surface"", ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Lanes affected"", ""impact_subtype"": ""Lane or lanes reduced"", ""delay"": ""No delays expected""}, ""duration"": {""start"": ""2026-04-28T08:30:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Part Shoulder Closed - Road Damage - Observe Signage"", ""advice"": ""Observe signage"", ""information"": null, ""road_summary"": {""road_name"": ""Mountain View Drive"", ""locality"": ""Plainland"", ""postcode"": ""4341"", ""local_government_area"": ""Lockyer Valley Regional"", ""district"": ""Darling Downs""}, ""last_updated"": ""2026-09-07T06:12:03.097939+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,2,0.8,high,matched,line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching,https://api.qldtraffic.qld.gov.au/v2/events/797741
impassable_only,qld.qldtraffic.93b8161eff698c56206e,qldtraffic,road_closed,impassable,active,unknown,,Tickalara Road / Wompah Gate Road,Cameron Corner,Avoid the area | Road closed to all traffic,Avoid the area,822851,Avoid the area,Hazard,Road damage,Closures,Road closed to all traffic,"{""id"": 822851, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""963824f1-71d7-4266-92d6-5497dfe118b6"", ""account"": ""31750"", ""provided_by"": ""Bulloo Shire Council"", ""provided_by_url"": ""https://www.bulloo.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/822851"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Boggy conditions"", ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": ""Delays expected""}, ""duration"": {""start"": ""2026-05-18T08:22:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": null, ""advice"": ""Avoid the area"", ""information"": null, ""road_summary"": {""road_name"": ""Tickalara Road / Wompah Gate Road"", ""locality"": ""Cameron Corner"", ""postcode"": ""4492"", ""local_government_area"": ""Bulloo Shire"", ""district"": ""South West""}, ""last_updated"": ""2026-09-18T08:52:14.853218+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,2,0.0,high,matched,line: blocked 2 of 4 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; rejected cross/short-touch=2; no graph road-name match; used strict distance-only body matching,https://api.qldtraffic.qld.gov.au/v2/events/822851
impassable_only,qld.qldtraffic.3a44e589be643db3d566,qldtraffic,road_closed,impassable,active,unknown,,Bulloo Downs Road / Bulloo Developmental Road / Tickalara Road,Bulloo Downs / Cameron Corner / Thargomindah,Avoid the area | Road closed to all traffic,Avoid the area,823606,Avoid the area,Hazard,Road damage,Closures,Road closed to all traffic,"{""id"": 823606, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""339a81a2-ef90-4ea4-814c-b28feaff09b9"", ""account"": ""31750"", ""provided_by"": ""Bulloo Shire Council"", ""provided_by_url"": ""https://www.bulloo.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/823606"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Deep wheel tracks"", ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": ""Delays expected""}, ""duration"": {""start"": ""2026-08-25T11:49:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": null, ""advice"": ""Avoid the area"", ""information"": null, ""road_summary"": {""road_name"": ""Bulloo Downs Road / Bulloo Developmental Road / Tickalara Road"", ""locality"": ""Bulloo Downs / Cameron Corner / Thargomindah"", ""postcode"": ""4492"", ""local_government_area"": ""Bulloo Shire"", ""district"": ""South West""}, ""last_updated"": ""2026-09-18T08:52:57.507282+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,18,0.0,high,matched,"line: blocked 18 of 28 candidate edge(s) within 10m; name-confirmed=0; distance-body=18; rejected cross/short-touch=6, angle-mismatch=4; no graph road-name match; used strict distance-only body matching",https://api.qldtraffic.qld.gov.au/v2/events/823606
impassable_only,qld.qldtraffic.79029e4b44e338f5927d,qldtraffic,road_closed,impassable,active,unknown,,King Arthur Terrace,Tennyson,Full closure from Godiva Avenue to Softstone Street | Road closed to through traffic,Avoid the area,828171,Avoid the area,Special event,N/A,Closures,Road closed to through traffic,"{""id"": 828171, ""area_alert"": false, ""status"": ""Published"", ""published"": ""2026-09-15T14:27:00+10:00"", ""source"": {""source_name"": ""EPS"", ""source_id"": null, ""account"": null, ""provided_by"": ""Brisbane City Council"", ""provided_by_url"": ""https://www.brisbane.qld.gov.au""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/828171"", ""image"": null, ""event_type"": ""Special event"", ""event_subtype"": ""N/A"", ""event_due_to"": null, ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to through traffic"", ""delay"": ""Delays expected (during active hours)""}, ""duration"": {""start"": ""2026-09-19T06:00:00+10:00"", ""end"": ""2026-09-20T18:00:00+10:00"", ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Full closure from Godiva Avenue to Softstone Street"", ""advice"": ""Avoid the area"", ""information"": ""There will be a full road closure of King Arthur Terrace, Yeerongpilly, continuously from 6am on Saturday 19 to 6pm on Sunday 20 September 2026 for the Davis Cup Tennis Tournament. This closure is between Godiva Avenue and Softstone Street. In addition, the intersection of Godiva Avenue and Queens Way, will also be fully closed. Diversions will be in place and assistance will be provided by accredited traffic controllers. Motorists are advised to expect delays and should use alternate routes where possible."", ""road_summary"": {""road_name"": ""King Arthur Terrace"", ""locality"": ""Tennyson"", ""postcode"": ""4105"", ""local_government_area"": ""Brisbane City"", ""district"": ""Metropolitan""}, ""last_updated"": ""2026-09-15T14:40:40.277384+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,12,0.0,high,matched,line: blocked 12 of 16 candidate edge(s) within 10m; name-confirmed=0; distance-body=12; rejected cross/short-touch=4; no graph road-name match; used strict distance-only body matching,https://api.qldtraffic.qld.gov.au/v2/events/828171
impassable_only,qld.qldtraffic.996d53b83eb1fe740e20,qldtraffic,road_closed,impassable,active,crash,,Princes Highway,Boydtown,CRASH  BOYDTOWN Princes Highway is closed in both directions,,829125,,Hazard,Adverse driving conditions,N/A,,"{""id"": 829125, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""TfNSW"", ""source_id"": ""288545"", ""account"": null, ""provided_by"": ""Transport for NSW"", ""provided_by_url"": ""http://www.livetraffic.com""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/829125"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Adverse driving conditions"", ""event_due_to"": null, ""impact"": {""direction"": ""Both directions"", ""towards"": """", ""impact_type"": ""N/A"", ""impact_subtype"": null, ""delay"": null}, ""duration"": {""start"": ""2026-09-19T22:08:21+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Low"", ""description"": ""CRASH  BOYDTOWN Princes Highway is closed in both directions"", ""advice"": null, ""information"": null, ""road_summary"": {""road_name"": ""Princes Highway"", ""locality"": ""Boydtown"", ""postcode"": ""2551"", ""local_government_area"": ""Nsw"", ""district"": ""NSW""}, ""last_updated"": ""2026-09-19T23:34:54.46599+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiPoint,0,,unmatched,unmatched,point: no edge within max snap distance,https://api.qldtraffic.qld.gov.au/v2/events/829125
impassable_only,qld.qldtraffic.27be49bd0492f4be25b1,qldtraffic,road_closed,impassable,active,crash,,Maryborough   Hervey Bay Road (Ferry Street),Maryborough,Near Ann Street | Road closed to through traffic,Diversions are in place,829143,Diversions are in place,Crash,Single vehicle,Closures,Road closed to through traffic,"{""id"": 829143, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""EPS"", ""source_id"": null, ""account"": null, ""provided_by"": ""Department of Transport and Main Roads"", ""provided_by_url"": ""https://qldtraffic.qld.gov.au""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/829143"", ""image"": null, ""event_type"": ""Crash"", ""event_subtype"": ""Single vehicle"", ""event_due_to"": null, ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to through traffic"", ""delay"": null}, ""duration"": {""start"": ""2026-09-20T03:26:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""High"", ""description"": ""Near Ann Street"", ""advice"": ""Diversions are in place"", ""information"": null, ""road_summary"": {""road_name"": ""Maryborough   Hervey Bay Road (Ferry Street)"", ""locality"": ""Maryborough"", ""postcode"": ""4650"", ""local_government_area"": ""Fraser Coast Regional"", ""district"": ""Wide Bay/Burnett""}, ""last_updated"": ""2026-09-20T04:34:44.221905+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiPoint,22,0.3,high,matched,point: blocked 22 edge(s) within 75m,https://api.qldtraffic.qld.gov.au/v2/events/829143
all_blocking,qld.qldtraffic.6bb1331859308d56b7a5,qldtraffic,road_closed,impassable,active,unknown,,Duck Creek Road,Cainbable / Kerry,Vehicle access is closed to all vehicles and will remain closed until further notice | Road closed to all traffic,Use alternative route,248797,Use alternative route,Hazard,Road damage,Closures,Road closed to all traffic,"{""id"": 248797, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""EPS"", ""source_id"": null, ""account"": null, ""provided_by"": ""Department of Transport and Main Roads"", ""provided_by_url"": ""https://qldtraffic.qld.gov.au""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/248797"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": null, ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": null}, ""duration"": {""start"": ""2017-09-06T09:39:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Low"", ""description"": ""Vehicle access is closed to all vehicles and will remain closed until further notice "", ""advice"": ""Use alternative route"", ""information"": null, ""road_summary"": {""road_name"": ""Duck Creek Road"", ""locality"": ""Cainbable / Kerry"", ""postcode"": ""4285"", ""local_government_area"": ""Scenic Rim Regional"", ""district"": ""South Coast""}, ""last_updated"": ""2026-09-19T07:45:56.129232+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,0,17.3,unmatched,unmatched,line: blocked 0 of 0 candidate edge(s) within 10m; name-confirmed=0; distance-body=0,https://api.qldtraffic.qld.gov.au/v2/events/248797
all_blocking,qld.qldtraffic.3f3213b2ed91a43e332e,qldtraffic,road_closed,impassable,active,unknown,,Black Pinch Road,Cootharaba,"Black Pinch Road, Cootharaba closed to all traffic due to landslip | Road closed to all traffic",Reduced speed limit (80km/h),452887,Reduced speed limit (80km/h),Hazard,Bridge or culvert damaged,Closures,Road closed to all traffic,"{""id"": 452887, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""6bc5c2d9-47a3-41d8-9aaa-a68759574dbc"", ""account"": ""35740"", ""provided_by"": ""Noosa Shire Council"", ""provided_by_url"": ""https://www.noosa.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/452887"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Bridge or culvert damaged"", ""event_due_to"": null, ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": ""Long delays expected""}, ""duration"": {""start"": ""2022-02-25T14:45:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Black Pinch Road, Cootharaba closed to all traffic due to landslip"", ""advice"": ""Reduced speed limit (80km/h)"", ""information"": null, ""road_summary"": {""road_name"": ""Black Pinch Road"", ""locality"": ""Cootharaba"", ""postcode"": ""4565"", ""local_government_area"": ""Noosa Shire"", ""district"": ""North Coast""}, ""last_updated"": ""2026-07-10T15:36:04.972699+10:00"", ""next_inspection"": ""2027-09-07T15:34:00+10:00"", ""web_link"": null, ""alert_message"": null}",MultiLineString,2,0.0,high,matched,line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching,https://api.qldtraffic.qld.gov.au/v2/events/452887
all_blocking,qld.qldtraffic.787db763dde750187f63,qldtraffic,road_closed,impassable,active,flood,,Dugandan Road,Bunya,Flood Damage at Bunya Crossing Reserve car park | Road closed to all traffic,Do not drive in flood waters,717127,Do not drive in flood waters,Flooding,Flash flooding,Closures,Road closed to all traffic,"{""id"": 717127, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""MBRC"", ""source_id"": ""mbrc-2ab819d0-5fcd-44b9-b160-b5d10b847f25"", ""account"": ""MBRC"", ""provided_by"": ""City of Moreton Bay"", ""provided_by_url"": ""https://www.moretonbay.qld.gov.au""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/717127"", ""image"": null, ""event_type"": ""Flooding"", ""event_subtype"": ""Flash flooding"", ""event_due_to"": ""Heavy rain"", ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": ""Long delays expected""}, ""duration"": {""start"": ""2026-05-29T01:27:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Flood Damage at Bunya Crossing Reserve car park"", ""advice"": ""Do not drive in flood waters"", ""information"": null, ""road_summary"": {""road_name"": ""Dugandan Road"", ""locality"": ""Bunya"", ""postcode"": ""4055"", ""local_government_area"": ""Moreton Bay Regional"", ""district"": ""North Coast""}, ""last_updated"": ""2026-05-29T11:40:01.352716+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiPoint,2,6.2,high,matched,point: blocked 2 edge(s) within 75m,https://api.qldtraffic.qld.gov.au/v2/events/717127
all_blocking,qld.qldtraffic.e75e3c222a276c65a5c4,qldtraffic,road_closed,impassable,active,unknown,,Barney View Road,Barney View,Observe signage | Road closed to through traffic,Observe signage,719174,Observe signage,Hazard,Road damage,Closures,Road closed to through traffic,"{""id"": 719174, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""01594e52-680b-425e-9978-6fcc012c0157"", ""account"": ""36510"", ""provided_by"": ""Scenic Rim Regional Council"", ""provided_by_url"": ""http://ldcc@scenicrim.qld.gov.au ""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/719174"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Rough surface"", ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to through traffic"", ""delay"": ""Delays expected""}, ""duration"": {""start"": ""2025-04-03T14:10:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": null, ""advice"": ""Observe signage"", ""information"": null, ""road_summary"": {""road_name"": ""Barney View Road"", ""locality"": ""Barney View"", ""postcode"": ""4287"", ""local_government_area"": ""Scenic Rim Regional"", ""district"": ""South Coast""}, ""last_updated"": ""2026-01-08T08:48:02.179324+10:00"", ""next_inspection"": ""2025-08-01T08:00:00+10:00"", ""web_link"": null, ""alert_message"": null}",MultiPoint,2,3.2,high,matched,point: blocked 2 edge(s) within 75m,https://api.qldtraffic.qld.gov.au/v2/events/719174
all_blocking,qld.qldtraffic.6fd6e6ca1d0d46c6374b,qldtraffic,road_closed,impassable,active,flood,,Laidley Creek West Road,Mulgowie,Road Closed - Seek Alternative Route | Road closed to all traffic,Diversions are in place,750590,Diversions are in place,Hazard,Road damage,Closures,Road closed to all traffic,"{""id"": 750590, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""b510d53f-f2f8-485b-81dc-ba160bf56b8c"", ""account"": ""34580"", ""provided_by"": ""Lockyer Valley Regional Council"", ""provided_by_url"": ""https://www.lockyervalley.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/750590"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Earlier flooding"", ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": """"}, ""duration"": {""start"": ""2026-06-30T14:26:00+10:00"", ""end"": ""2026-11-30T14:26:00+10:00"", ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Road Closed - Seek Alternative Route"", ""advice"": ""Diversions are in place"", ""information"": null, ""road_summary"": {""road_name"": ""Laidley Creek West Road"", ""locality"": ""Mulgowie"", ""postcode"": ""4341"", ""local_government_area"": ""Lockyer Valley Regional"", ""district"": ""Darling Downs""}, ""last_updated"": ""2026-08-31T06:52:02.486745+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,2,0.0,high,matched,line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching,https://api.qldtraffic.qld.gov.au/v2/events/750590
all_blocking,qld.qldtraffic.dcfeb6a278ce78f09d95,qldtraffic,other,unknown,active,unknown,,Grasstree Road,Middlemount,14t Maximum Load limit imposed on Culvert Structure.,Use alternative route,767632,Use alternative route,Special event,N/A,N/A,,"{""id"": 767632, ""area_alert"": false, ""status"": ""Published"", ""published"": ""2025-12-10T10:15:00+10:00"", ""source"": {""source_name"": ""Guardian"", ""source_id"": ""d3eaf504-42b9-4fb3-b0e6-2fdf170a730e"", ""account"": ""33980"", ""provided_by"": ""Isaac Regional Council"", ""provided_by_url"": ""https://www.isaac.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/767632"", ""image"": null, ""event_type"": ""Special event"", ""event_subtype"": ""N/A"", ""event_due_to"": null, ""impact"": {""direction"": ""All directions"", ""towards"": """", ""impact_type"": ""N/A"", ""impact_subtype"": """", ""delay"": ""No delays expected""}, ""duration"": {""start"": ""2025-12-10T10:15:00+10:00"", ""end"": ""2026-12-09T10:15:00+10:00"", ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""14t Maximum Load limit imposed on Culvert Structure."", ""advice"": ""Use alternative route"", ""information"": null, ""road_summary"": {""road_name"": ""Grasstree Road"", ""locality"": ""Middlemount"", ""postcode"": ""4746"", ""local_government_area"": ""Isaac Regional"", ""district"": ""Mackay/Whitsunday""}, ""last_updated"": ""2025-12-10T10:12:02.439256+10:00"", ""next_inspection"": ""2026-11-10T10:10:00+10:00"", ""web_link"": """", ""alert_message"": null}",MultiPoint,2,2.7,high,matched,point: blocked 2 edge(s) within 75m,https://api.qldtraffic.qld.gov.au/v2/events/767632
all_blocking,qld.qldtraffic.92e816fe3b6cf5bd28bc,qldtraffic,road_closed,impassable,active,flood,,Dunbar Koolatah Road / Dunbar Kowanyama Road / Koolatah Access,Maramie / Yagoonya,Dunbar to Koolatah | Road closed to all traffic,Do not drive in flood waters,770764,Do not drive in flood waters,Flooding,Long-term flooding,Closures,Road closed to all traffic,"{""id"": 770764, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""EPS"", ""source_id"": null, ""account"": null, ""provided_by"": ""Department of Transport and Main Roads"", ""provided_by_url"": ""https://qldtraffic.qld.gov.au""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/770764"", ""image"": null, ""event_type"": ""Flooding"", ""event_subtype"": ""Long-term flooding"", ""event_due_to"": ""Heavy rain"", ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": ""Long delays expected""}, ""duration"": {""start"": ""2025-12-27T09:16:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Dunbar to Koolatah"", ""advice"": ""Do not drive in flood waters"", ""information"": null, ""road_summary"": {""road_name"": ""Dunbar Koolatah Road / Dunbar Kowanyama Road / Koolatah Access"", ""locality"": ""Maramie / Yagoonya"", ""postcode"": ""4892"", ""local_government_area"": ""Carpentaria Shire"", ""district"": ""North West""}, ""last_updated"": ""2026-09-19T22:51:17.532677+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,16,0.0,high,matched,"line: blocked 2 of 6 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; rejected endpoint-no-bleed=2, cross/short-touch=2; no graph road-name match; used strict distance-only body matching; line: blocked 0 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=0; rejected cross/short-touch=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 6 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; rejected cross/short-touch=4; no graph road-name match; used strict distance-only body matching; line: blocked 10 of 12 candidate edge(s) within 10m; name-confirmed=0; distance-body=10; rejected cross/short-touch=2; no graph road-name match; used strict distance-only body matching; line: blocked 6 of 6 candidate edge(s) within 10m; name-confirmed=0; distance-body=6; no graph road-name match; used strict distance-only body matching",https://api.qldtraffic.qld.gov.au/v2/events/770764
